Latitude,Longitude,Accident Severity,Weather,Road Type,Hour
15.574467159192146,75.54126371396481,Minor,Foggy,Urban,13
13.070661871704175,80.02821125291244,Minor,Rainy,Rural,12
13.019109883195869,78.36701505184216,Serious,Rainy,Rural,21
15.749014021671538,75.46691042768069,Minor,Foggy,Urban,7
18.988636058909737,73.04096960547196,Minor,Clear,Urban,7
13.253687471224326,80.19774570534105,Serious,Rainy,Urban,10
11.37710827744373,77.0798156976111,Serious,Foggy,Rural,9
26.194386254302234,81.60976652574648,Fatal,Clear,Rural,1
26.17906088111544,81.65238604762551,Minor,Foggy,Highway,13
17.024338949606022,74.9027659490626,Serious,Foggy,Rural,23
22.107778497909532,74.22613183223524,Serious,Clear,Rural,21
21.542386852598135,72.67407825337835,Serious,Rainy,Urban,22
13.037753627287668,79.42654531091677,Minor,Rainy,Highway,6
24.450131574540684,84.87503197477534,Minor,Foggy,Highway,19
13.226911591367825,77.19547820838679,Minor,Rainy,Highway,11
22.597777840161278,88.227211095552,Minor,Foggy,Urban,8
19.25519475669245,72.8835364492762,Minor,Foggy,Highway,4
19.463076922793785,72.81894651552635,Minor,Rainy,Rural,1
30.138758977099844,77.9287609460716,Minor,Clear,Urban,18
28.237991584342453,77.89670150398501,Minor,Rainy,Urban,15
20.33591411192782,85.84827366346903,Fatal,Rainy,Highway,23
21.521776266140236,78.01347811256011,Minor,Rainy,Highway,11
18.834674409699055,73.2972315587546,Serious,Foggy,Rural,18
14.709617287181205,76.38903891647269,Minor,Rainy,Urban,11
14.768646177121767,74.94528244143125,Minor,Foggy,Highway,2
19.835381133145933,72.78432614552759,Minor,Rainy,Highway,14
22.542390746301052,74.46443747114655,Minor,Rainy,Rural,22
17.098400630585616,77.73277999473156,Serious,Clear,Highway,14
26.317781682491724,77.46955275047245,Minor,Clear,Rural,0
28.378321779354227,77.10299806045745,Minor,Foggy,Highway,23
14.898998904276212,76.26648870684286,Fatal,Clear,Urban,3
18.901167372923087,73.22798494380878,Minor,Rainy,Highway,18
18.921535571703345,73.21240457360867,Fatal,Foggy,Rural,0
23.706440746597583,77.78729364032554,Serious,Rainy,Urban,8
22.893152069751682,87.81936999516054,Fatal,Foggy,Highway,9
29.854448115642395,77.82769217026376,Minor,Foggy,Rural,9
20.689472096412707,72.74904089984163,Serious,Clear,Urban,9
11.04951505898638,76.74375199495633,Serious,Rainy,Urban,11
10.850717849982132,76.66538097693184,Serious,Clear,Rural,11
19.984363418133956,72.8018254379716,Serious,Foggy,Urban,7
21.808430871325452,77.37491642997121,Minor,Clear,Urban,22
15.837125426868168,74.74258728712952,Serious,Foggy,Urban,20
16.443627594277118,76.14518536421464,Serious,Foggy,Rural,13
20.3564066281202,72.794385803747,Serious,Rainy,Urban,11
13.022474383487681,78.88368522953212,Serious,Rainy,Urban,14
19.57701864869261,77.44270394511298,Fatal,Rainy,Urban,11
23.258232324035884,85.73521914625002,Fatal,Rainy,Urban,12
20.38680890239425,73.47596023028532,Minor,Foggy,Urban,18
18.089048685305887,74.1404861218591,Minor,Foggy,Highway,21
11.834727799580868,77.21503833451736,Minor,Foggy,Urban,5
20.49770636482292,86.06459660363669,Serious,Foggy,Highway,22
22.351194630277114,77.94057234986482,Fatal,Foggy,Urban,0
23.490684654246397,77.79940784541772,Minor,Rainy,Rural,5
19.69880895056706,78.21290973618213,Minor,Foggy,Urban,23
12.040449719969542,77.26411273253152,Minor,Foggy,Urban,2
24.283049821215112,85.25528883167689,Minor,Clear,Urban,15
13.02029953612869,79.31850677071729,Minor,Rainy,Rural,20
28.978427262534165,77.40651729523584,Minor,Foggy,Rural,3
22.276833479626056,88.04498300554923,Minor,Rainy,Rural,22
12.47716397414152,77.41438212343594,Minor,Rainy,Rural,17
21.87490385888236,77.3542372150531,Minor,Rainy,Highway,19
15.113256666745555,76.15834559007548,Minor,Clear,Urban,23
19.08106441675052,72.89214259507784,Serious,Clear,Highway,9
19.699060108547442,74.68652246682747,Minor,Clear,Urban,6
28.081667808367147,77.20775811216744,Serious,Rainy,Highway,2
17.372900253408634,74.61640752242786,Minor,Clear,Rural,23
23.160044208811748,87.25803661801956,Minor,Rainy,Rural,5
23.282177203157676,85.39648789886667,Fatal,Clear,Rural,3
21.02280324960363,77.39000489038698,Serious,Rainy,Highway,8
15.571640939752736,79.24162429485375,Minor,Foggy,Urban,9
27.66251793752861,76.75641410944347,Minor,Rainy,Highway,3
20.658227149122563,77.66591917036597,Serious,Rainy,Rural,8
14.096337809861485,79.87630890664748,Serious,Foggy,Urban,0
22.43123224703577,88.18695399375127,Minor,Foggy,Urban,0
12.482116969006567,77.39142005232819,Minor,Clear,Urban,10
23.113431399536296,86.30638817909959,Minor,Foggy,Urban,22
30.061335054852776,77.89072210565196,Serious,Rainy,Urban,0
22.14160439443718,87.87089928370996,Serious,Rainy,Highway,12
13.272310632203677,80.19387893782549,Minor,Foggy,Highway,12
22.870275392703398,72.61054387875664,Minor,Rainy,Highway,7
18.722694547670024,73.53653351984143,Minor,Foggy,Highway,19
27.4026722917329,76.66619264093494,Minor,Foggy,Urban,7
15.21609585922967,79.36918186964506,Minor,Foggy,Rural,17
27.80558079423416,76.5327860294319,Minor,Foggy,Highway,23
29.699389725967052,77.73654952845261,Fatal,Rainy,Rural,22
24.288284781217552,77.66851687006424,Serious,Rainy,Rural,10
26.63458907628298,76.2775647962977,Serious,Clear,Urban,18
22.84950633696037,72.56524296837054,Serious,Foggy,Rural,14
27.43358593432078,76.2471263502779,Minor,Foggy,Highway,16
13.786767579429286,77.00973712344137,Minor,Rainy,Urban,3
27.277305798267303,76.11147121160037,Minor,Clear,Highway,17
16.860245477582264,77.14206573834448,Serious,Clear,Highway,7
22.877159580518104,77.87378990735535,Minor,Rainy,Urban,1
18.51834027391719,73.82505439861883,Serious,Clear,Urban,9
12.651744935296968,77.46515130866274,Minor,Clear,Urban,10
12.4754006279287,77.39923599848126,Serious,Foggy,Highway,9
30.247694106330062,76.86211906522743,Minor,Foggy,Urban,8
14.231824154165487,75.72163423428368,Minor,Rainy,Urban,23
29.275725675586195,77.50754620477102,Serious,Rainy,Rural,21
16.72348628214158,74.69168485611327,Fatal,Rainy,Rural,10
28.685687482809104,77.16854614549143,Minor,Rainy,Rural,20
19.773757099151517,74.91928078314524,Minor,Clear,Rural,3
19.732197876238622,73.17986491619536,Minor,Rainy,Highway,21
26.888634401833983,75.79982072514338,Minor,Clear,Highway,0
24.42184865175203,84.89885572504836,Minor,Clear,Highway,7
18.706753040225138,73.46165923173352,Serious,Clear,Rural,20
28.60186788173097,77.18897326070832,Minor,Clear,Highway,20
13.015623204904708,78.43156613992988,Minor,Rainy,Urban,17
22.0944010702609,87.86667165977062,Minor,Foggy,Rural,2
18.784919367314558,73.32440168453358,Serious,Rainy,Rural,6
22.108816314774618,87.87185063299128,Serious,Rainy,Rural,1
12.997695474954071,78.9578911786015,Minor,Clear,Urban,3
20.48475765136583,78.15596443972336,Fatal,Rainy,Urban,22
10.99462008719366,76.71296922944045,Minor,Rainy,Highway,5
28.640555551252444,77.23928249773097,Serious,Foggy,Highway,4
27.585146399265387,77.28527736568195,Minor,Rainy,Rural,7
30.116883171809445,76.89047232147425,Minor,Rainy,Rural,15
28.69769069347337,77.22836449806333,Minor,Clear,Rural,17
12.899165190501696,77.56882878520989,Serious,Foggy,Highway,0
11.973674725503464,77.26591428589768,Serious,Foggy,Highway,17
17.273789079793694,78.19895370610188,Serious,Clear,Highway,8
29.939714906753604,76.94876136003604,Serious,Foggy,Highway,17
19.718022631572136,72.81319091065683,Serious,Rainy,Highway,13
11.366632835889533,76.8702203982997,Fatal,Rainy,Highway,9
29.78314983157315,76.9285517398199,Serious,Foggy,Highway,17
11.889467312305058,77.26504805950705,Serious,Foggy,Highway,0
12.039356118567476,77.16133088056792,Minor,Clear,Urban,21
28.358394354214443,77.01455006721905,Serious,Foggy,Highway,15
20.998588906684947,86.63470242544841,Minor,Rainy,Highway,20
18.714470587397944,73.52649298260177,Minor,Foggy,Urban,19
26.59804600850266,76.29343674822098,Minor,Rainy,Rural,11
17.089312499311244,74.84184736233372,Minor,Clear,Highway,6
22.48009617088006,88.26724159809358,Serious,Clear,Rural,21
13.03762001068728,79.33272559214818,Minor,Clear,Highway,1
28.127965989388308,76.7909073750624,Minor,Rainy,Highway,5
27.589226903735057,79.04063985411312,Serious,Clear,Rural,18
29.38908000219365,77.03552095787377,Minor,Foggy,Highway,19
19.986266487936966,73.28281726861483,Fatal,Foggy,Urban,21
18.627534201527336,73.65224056447956,Serious,Foggy,Highway,21
17.142122628197345,77.8475375306724,Serious,Foggy,Highway,8
26.885686518161037,76.42649007605537,Minor,Foggy,Highway,14
21.707169026914602,87.42830422917247,Minor,Clear,Rural,11
12.964975560233123,77.56023375441721,Minor,Rainy,Urban,19
21.144434407857798,78.05510096812685,Fatal,Foggy,Urban,3
10.527465881618514,76.53198526254748,Minor,Foggy,Urban,17
18.891280097919868,73.14804638845528,Minor,Clear,Rural,5
16.078879772587676,75.22033513935183,Serious,Clear,Rural,10
20.274511584362457,85.82397983403445,Minor,Rainy,Highway,4
29.509866338584963,77.00881354582367,Serious,Rainy,Highway,19
19.48697389442471,74.15859292813829,Minor,Foggy,Rural,14
20.092957283831122,72.8115089452681,Fatal,Clear,Rural,23
15.784371943017405,79.14042984659737,Minor,Clear,Urban,19
12.514715271564151,77.4113165695554,Minor,Rainy,Urban,12
22.51234750694263,74.40610073328827,Minor,Rainy,Rural,5
27.834845932335128,76.5449993053046,Minor,Foggy,Rural,1
25.3920013716166,77.55070807235751,Fatal,Clear,Highway,7
16.98325058828112,74.92399341232864,Serious,Foggy,Highway,12
16.87058729638308,78.7027539693204,Serious,Clear,Urban,20
12.650392407333824,77.45841174101749,Serious,Foggy,Urban,18
28.67339224285903,77.21238398767748,Serious,Rainy,Highway,8
28.79424597965888,77.29159414578567,Serious,Foggy,Highway,20
18.522970726424482,73.80086271873051,Minor,Foggy,Highway,12
22.912751152355497,87.07707121385165,Serious,Clear,Urban,7
29.474086008563336,77.60811454964553,Minor,Foggy,Urban,3
23.308992326929882,85.51102883822492,Minor,Rainy,Urban,12
23.564381419707487,86.5447144580128,Serious,Clear,Highway,19
22.919145016490795,86.93800008823753,Serious,Rainy,Urban,6
30.430444347654173,76.81860963067898,Minor,Clear,Rural,19
12.088866430271711,77.2040430048382,Minor,Foggy,Rural,7
27.09037385548491,77.26285367709977,Minor,Rainy,Rural,20
12.244875042024585,77.29506085111231,Fatal,Rainy,Urban,13
14.828910961274138,74.8531279055368,Minor,Clear,Rural,17
20.33001557926002,76.5932156541368,Minor,Foggy,Rural,10
25.921252135036752,77.5138140591622,Minor,Foggy,Urban,3
13.1004537638071,80.24710906784709,Minor,Rainy,Urban,15
16.730732522153858,75.04071444715605,Minor,Foggy,Urban,22
27.679572007203898,76.46114548116911,Minor,Clear,Urban,19
17.2343747916547,74.74463758180671,Minor,Rainy,Urban,21
28.959367702800005,77.36378737567327,Minor,Foggy,Highway,6
18.916194460249308,73.17796098978135,Serious,Foggy,Highway,16
26.423930419947492,81.2869169434734,Serious,Clear,Urban,3
27.408486927530323,76.1597669695126,Serious,Foggy,Highway,13
19.890706605873792,72.79886528163982,Minor,Clear,Urban,22
29.483525503810373,77.63693086148774,Fatal,Rainy,Rural,16
19.680236272523594,74.75933219298285,Minor,Clear,Urban,23
22.763300758192077,87.97639023074461,Minor,Clear,Urban,21
23.338040718969722,85.40432567272637,Minor,Clear,Urban,22
13.766758670201348,76.97706587444905,Minor,Rainy,Urban,16
15.06044674427199,75.98619866370959,Minor,Rainy,Highway,23
19.138775738576797,73.1238190316073,Minor,Rainy,Highway,4
13.161575936318187,77.28380981440611,Fatal,Clear,Urban,10
24.395762785321445,84.97091856901892,Serious,Rainy,Highway,4
29.507201395488153,77.63042657400645,Minor,Rainy,Highway,11
29.646822228764908,77.69645979764998,Minor,Foggy,Urban,4
22.734250899175173,77.33217474246116,Minor,Foggy,Rural,10
22.835312081250965,87.37721233331354,Minor,Clear,Rural,2
26.87707104813012,80.33637086859822,Minor,Foggy,Urban,18
20.72108792657855,77.78529637483713,Minor,Rainy,Rural,2
22.833107075875866,87.20251016663778,Minor,Foggy,Rural,4
17.159530873599778,78.0252446701478,Serious,Foggy,Highway,22
25.704382171304346,75.89275098082307,Minor,Clear,Urban,7
27.83574372471619,77.28508831397367,Minor,Rainy,Urban,18
13.539100068361556,77.20490864193339,Minor,Rainy,Urban,14
21.501329459662173,77.98012307419579,Minor,Rainy,Highway,0
26.355345700610716,76.17080022743053,Serious,Foggy,Rural,14
27.386408612301626,76.18815626775992,Serious,Rainy,Rural,12
15.878401331545302,74.74816173127734,Fatal,Foggy,Urban,12
13.024799334862756,79.04674950021688,Fatal,Foggy,Rural,16
11.80103623496595,77.0715287218687,Fatal,Foggy,Urban,0
25.538046412366604,77.57917956314454,Serious,Rainy,Rural,0
13.647043293410508,76.62276668554857,Minor,Rainy,Highway,17
16.552967373542515,76.47570844953479,Fatal,Foggy,Highway,2
13.03073820195134,78.70682280812855,Minor,Rainy,Rural,8
15.3296164925261,79.34818556335058,Serious,Foggy,Urban,16
21.258865870149783,86.92176288042988,Minor,Rainy,Highway,18
23.590397250350442,86.47438174362536,Fatal,Rainy,Urban,21
16.823311516596775,78.72116256516411,Minor,Rainy,Urban,7
17.988268645668708,78.42064514329626,Minor,Clear,Urban,21
19.520400164288418,78.21639798971047,Serious,Foggy,Urban,6
18.186914894154928,74.08352473271133,Minor,Clear,Rural,18
18.565441542869863,73.22904804319553,Minor,Foggy,Rural,18
17.435712102353467,74.57534103582846,Minor,Rainy,Highway,15
12.454198300887914,77.40168889827844,Minor,Rainy,Rural,14
26.372745906938064,77.46314185538523,Minor,Clear,Highway,5
15.422125126877017,79.29409112371005,Serious,Rainy,Rural,12
22.71402267126656,88.04132856073576,Fatal,Rainy,Rural,14
28.26870115986364,77.0718561907958,Minor,Clear,Urban,19
15.122426718557778,76.13416036251391,Serious,Clear,Urban,12
18.71027628276622,73.50747776587504,Minor,Foggy,Highway,16
23.274999784904495,85.54605460595828,Minor,Foggy,Highway,22
25.847835595003136,82.31603607247224,Serious,Rainy,Highway,16
14.236545296698889,75.7215242591104,Minor,Clear,Urban,12
15.889807538776134,74.80579715769142,Serious,Clear,Highway,2
24.362844708164186,85.00410209446603,Minor,Clear,Urban,11
29.19868784650919,77.05154669967511,Minor,Clear,Rural,7
12.724832104827714,77.49304612742351,Minor,Foggy,Rural,0
14.434946288890739,75.41772385370004,Serious,Clear,Urban,12
14.761882752517574,76.18190818244994,Minor,Clear,Urban,19
13.458095056080843,77.24248894112951,Minor,Rainy,Rural,11
27.430702741851572,79.42492290866501,Serious,Foggy,Rural,12
14.620011629172243,76.31305378400168,Minor,Rainy,Urban,10
17.137014684628017,74.34208892480461,Minor,Rainy,Rural,20
20.68246304483679,86.23809600927504,Minor,Clear,Rural,11
13.433233898621932,77.27025431611614,Serious,Rainy,Highway,17
29.892324489173994,77.83396840198343,Minor,Clear,Urban,10
14.0322516061361,76.02570914116126,Minor,Foggy,Highway,21
13.124028404400736,77.45170732091093,Fatal,Clear,Highway,0
18.981125089749188,73.00674866672925,Serious,Foggy,Urban,7
25.289461418914083,75.67968754630007,Minor,Foggy,Highway,19
13.008352161698655,78.00876986887197,Serious,Rainy,Rural,21
20.187588589394434,73.36984852155658,Minor,Foggy,Highway,3
24.666193595377017,77.64370185935687,Minor,Foggy,Rural,8
15.540393251003605,73.95356597068717,Fatal,Foggy,Urban,20
12.464833986393353,77.39165157359838,Minor,Rainy,Urban,16
15.338878126258932,75.99517690130841,Minor,Foggy,Highway,8
13.219265432823228,77.20406111021434,Serious,Foggy,Rural,10
19.7141318926774,74.85217667705437,Minor,Clear,Highway,22
27.509052423395335,76.28249318756907,Serious,Clear,Highway,15
25.69085955166789,82.59635455227136,Serious,Clear,Highway,2
27.050744129797167,75.88252325798767,Minor,Foggy,Highway,1
14.166933778180068,76.61802612236656,Serious,Clear,Urban,8
10.080801260117134,76.32944611713005,Minor,Foggy,Urban,7
28.0363322304453,77.2502260571925,Minor,Clear,Highway,1
18.994929126613997,73.0783194107625,Minor,Rainy,Highway,5
12.844423762789834,77.5748610471045,Serious,Foggy,Rural,19
13.051548714504742,79.18622358590582,Serious,Foggy,Rural,22
14.324715945469688,79.75871755917387,Minor,Clear,Urban,23
18.525786745193063,73.81954157421261,Minor,Clear,Highway,5
25.0920521637906,75.60800696781648,Minor,Rainy,Rural,7
22.177198196566483,77.94672209187154,Fatal,Rainy,Urban,19
20.593734735091928,86.15937517858947,Minor,Foggy,Urban,14
30.167492797538895,76.87476497918252,Minor,Rainy,Rural,10
23.183135965103666,85.81222141532258,Serious,Rainy,Urban,10
26.838356511671435,80.44478705823924,Fatal,Foggy,Rural,17
26.50461613824419,77.24297200811782,Minor,Foggy,Urban,5
25.48907993603305,77.56509565752935,Serious,Foggy,Urban,0
29.60726793310635,77.68867295625314,Serious,Foggy,Urban,19
30.682704741253477,76.75115266616271,Minor,Foggy,Urban,13
13.773681707176097,76.9816702902292,Minor,Foggy,Highway,22
10.120456241073962,76.34622726905498,Minor,Rainy,Highway,2
22.315636994134632,74.34578328851235,Fatal,Foggy,Urban,4
13.36842858782236,80.1388226517967,Serious,Rainy,Rural,1
15.958612714651201,79.10366355512777,Minor,Rainy,Highway,13
16.690539961420367,74.68075304849567,Minor,Rainy,Urban,7
28.331220007991867,76.96629394769103,Minor,Rainy,Highway,9
19.875662283262628,75.23838564228082,Fatal,Clear,Urban,0
21.133648953624537,86.72218014388324,Minor,Clear,Urban,8
17.884018521662533,78.40047713691857,Serious,Foggy,Rural,3
23.193213458732423,87.25304477779966,Minor,Foggy,Rural,22
30.079768911719277,76.903278770255,Minor,Rainy,Urban,11
22.577480180657236,72.61351990015508,Serious,Foggy,Highway,15
20.46358886355549,86.00615607388816,Serious,Clear,Urban,2
27.327610259341505,76.63658348137623,Minor,Foggy,Rural,13
20.091245491139176,78.1979086048161,Minor,Rainy,Urban,5
22.996319538819627,86.5457542857305,Minor,Rainy,Rural,8
12.197560197248368,77.32370669354847,Minor,Rainy,Rural,14
22.842347421662122,87.92934067391555,Minor,Rainy,Highway,23
21.10111428971543,86.72893261704763,Minor,Foggy,Urban,4
19.872165690659813,72.80325736945133,Serious,Clear,Urban,1
12.41238653995473,77.42804327282484,Serious,Rainy,Urban,3
19.81779029647405,75.18710127750022,Fatal,Clear,Rural,20
26.057334088041195,81.91673171550345,Minor,Rainy,Urban,17
19.600145597747524,78.20200782780248,Serious,Rainy,Urban,3
22.63334846834335,88.13826405900168,Minor,Rainy,Urban,3
11.638450484464414,77.03408576681245,Minor,Rainy,Highway,6
13.575315048359068,76.7162435848165,Serious,Foggy,Highway,17
14.847879185485526,76.14382818534244,Minor,Foggy,Urban,0
21.114904356864102,79.01226103414989,Serious,Foggy,Urban,15
10.566447893982941,76.56813477578963,Minor,Rainy,Rural,23
15.67471847211509,79.17175881175461,Minor,Rainy,Urban,2
21.022703962810247,86.57712388559423,Minor,Clear,Urban,19
29.575816157107667,76.97972596874536,Minor,Foggy,Highway,23
29.868797020621827,76.92695239597387,Fatal,Foggy,Urban,16
13.813692445997951,76.32402881354696,Minor,Rainy,Highway,15
13.018921304633642,78.49970687581792,Minor,Rainy,Highway,6
14.494029049273168,79.66709987217756,Fatal,Clear,Urban,8
25.67874146651017,82.59590204396402,Serious,Foggy,Rural,4
22.939132851256918,74.60474918962554,Minor,Rainy,Highway,6
12.747201333449802,77.49232297408544,Minor,Foggy,Urban,7
18.879647386267962,73.05377937284453,Serious,Rainy,Highway,5
13.478986297118794,76.7957455502829,Minor,Rainy,Rural,22
16.526251248375694,76.3353390008048,Minor,Clear,Highway,23
24.400137342878903,77.67264458845139,Serious,Rainy,Urban,11
30.018354980683313,76.93274398891639,Minor,Rainy,Urban,3
15.140970832061276,75.93050749315988,Minor,Clear,Urban,2
19.69261839895343,72.83252136343629,Minor,Foggy,Urban,1
27.075010873867722,77.39439802089464,Minor,Clear,Urban,23
14.854337789897395,76.36417270313105,Minor,Clear,Urban,23
20.369990254209135,85.94992853576544,Minor,Rainy,Rural,5
10.866322774791657,76.65448595667392,Minor,Clear,Rural,8
19.365697273104725,78.25851468161426,Minor,Rainy,Rural,8
23.056675422618692,86.40171534319285,Serious,Clear,Rural,18
23.031438032702255,86.43519459472449,Minor,Rainy,Urban,23
16.55485169134683,78.7928535246039,Minor,Rainy,Rural,8
22.353347813536995,77.34079380085656,Minor,Rainy,Rural,20
